atletico,Diego Simeone,http://files.laliga.es/jugadores/201608/250x250_08153908simeone.jpg,2185f394-1bfb-4f2e-86a0-905b6e49abdb
atletico,Moyà,http://files.laliga.es/jugadores/201608/250x250_08153517moya.jpg,19d82c1b-9c76-4487-916a-6e7c7ea728c3
atletico,Oblak,http://files.laliga.es/jugadores/201608/250x250_08154300oblak.jpg,4d59aa89-f9cb-4e3a-9772-19730b0cb499
atletico,Godín,http://files.laliga.es/jugadores/201608/250x250_08153648godin.jpg,9cd601b1-5e28-4434-ae81-a3e28e82f8ea
atletico,Filipe Luis,http://files.laliga.es/jugadores/201608/250x250_08153712filipe-luis.jpg,36ca2c95-f934-4a54-9c30-f0c007b02041
atletico,Savić,http://files.laliga.es/jugadores/201608/250x250_08154456savic.jpg,289fbfb1-4bd6-4d81-a3ca-c964c36fa601
atletico,Vrsaljko,http://files.laliga.es/jugadores/201608/250x250_14174911vrsaljko.jpg,b4ca542a-78ff-40ce-a590-e6999a43e763
atletico,Lucas Hernández,http://files.laliga.es/jugadores/201608/250x250_08154214lucas.jpg,9ee31fa7-8bbe-4e46-acc7-5fdfe45b3dbb
atletico,Juanfran,http://files.laliga.es/jugadores/201608/250x250_08153732juanfran.jpg,7c29f4c2-13fd-467e-9eb6-6d1515313115
atletico,Giménez,http://files.laliga.es/jugadores/201608/250x250_08153619gimenez.jpg,ba4f5fbb-b759-4250-82d8-cbee3ffb061e
atletico,Tiago,http://files.laliga.es/jugadores/201608/250x250_08153754tiago.jpg,114c8d74-0e8c-4d6d-9ee6-2108d327db98
atletico,Koke,http://files.laliga.es/jugadores/201608/250x250_08153820koke.jpg,c914ee4e-71dc-41eb-b996-86f2be178811
atletico,Saúl,http://files.laliga.es/jugadores/201608/250x250_08154014saul.jpg,4121ae6d-ba19-401b-b0bc-cf84a0878ceb
atletico,Yannick,http://files.laliga.es/jugadores/201608/250x250_14175045carrasco.jpg,d73beee1-7b5d-418d-ab0a-4b05a5111b5d
atletico,Augusto,http://files.laliga.es/jugadores/201608/250x250_08153951augusto.jpg,a63c2d7c-d98f-4b17-91f8-751b299a3e16
atletico,Gabi,http://files.laliga.es/jugadores/201608/250x250_08153843gabi.jpg,aa9e392a-31f6-456e-aee0-641b31e2eaac
atletico,Thomas,http://files.laliga.es/jugadores/201608/250x250_08153549thomas.jpg,3d8ffbda-7cc1-4643-803a-66a451d3bfcb
atletico,Gaitán,http://files.laliga.es/jugadores/201608/250x250_14174609gaitan.jpg,25f3661d-17ae-487b-b20a-db65a14df1ba
atletico,Fernando Torres,http://files.laliga.es/jugadores/201608/250x250_08154416fernando-torres.jpg,05d9632b-c597-482c-b397-eb9e5ca2f5a9
atletico,Gameiro,http://files.laliga.es/jugadores/201608/250x250_14174428kevin-gameiro.jpg,f08a00e9-057c-4128-9cb5-0f341c96b416
